title,description,url,folder,tags,created,cover,highlights
Interested in a Cloud Computing Career? This Roadmap Can Point the Way - Linux Foundation - Training,Roadmap,https://training.linuxfoundation.org/blog/interested-in-a-cloud-computing-career-this-roadmap-can-point-the-way/,Cloud Computing,Cloud,2022-07-03T10:04:45.591Z,https://training.linuxfoundation.org/wp-content/uploads/2021/07/Cloud-Roadmap-300x229.png,
What is a Cloud Native Software Engineer?,Cloud Devops,https://openupthecloud.com/what-is-a-cloud-native-software-engineer/,Cloud Computing,Cloud,2022-05-31T06:35:26.520Z,https://openupthecloud.com/wp-content/uploads/2019/07/cloudnative.jpg,
Blog - CloudAve,Blog,https://www.cloudave.com/blog/,Cloud Computing,Blog,2022-05-10T09:55:57.157Z,https://i2.wp.com/www.cloudave.com/wp-content/uploads/2019/01/is-growth-bad-for-startups-feat.jpg?fit=1280%2C720&ssl=1,
The 9 best cloud storage services of 2022 | ZDNet,ZDNet,https://www.zdnet.com/article/best-cloud-storage/,Cloud Computing,Cloud,2022-05-10T09:53:54.445Z,https://www.zdnet.com/a/img/resize/6db234dab11d57a708a989dd51f795e84c4a563a/2020/05/07/293f7a86-d90b-49a8-ba31-a6442ca37db3/istock-963131214.jpg?width=770&height=578&fit=crop&auto=webp,
Enterprise | TechCrunch,Techcrunch,https://techcrunch.com/enterprise/,Cloud Computing,Cloud,2022-05-10T09:51:36.252Z,https://techcrunch.com/wp-content/themes/techcrunch-2017/images/opengraph-default.png,
"Cloud computing information, news and tips - SearchCloudComputing",Cloud Computing,https://www.techtarget.com/searchcloudcomputing/,Cloud Computing,Cloud,2022-05-10T09:49:46.067Z,,
"CloudTweaks: Thought Leadership Podcasts, Tech Reports, Articles!",Cloud Tweaks,https://cloudtweaks.com/,Cloud Computing,Blog,2022-05-10T09:48:23.249Z,https://cloudtweaks.com/wp-content/uploads/2018/09/CloudTweaks-Logo.jpg,
Top 10 Cloud Computing Websites and Blogs - 2022 List,Cloud Computing,https://comtechies.com/list-of-top-ten-cloud-computing-websites-and-blogs.html,Cloud Computing,Cloud,2022-05-09T19:58:19.450Z,https://comtechies.com/wp-content/uploads/2021/06/cloud-computing-websites-1024x576.png,
CloudBees Documentation,Cloudbees,https://docs.cloudbees.com/,Cloud Computing,Cloud,2022-05-04T17:41:14.050Z,,
Best practice rules for Google Cloud Platform | Trend Micro,CloudComputing,https://www.cloudconformity.com/cloudoneconformity/knowledge-base/gcp/,Cloud Computing,Cloud,2022-03-29T13:27:49.070Z,,
Gartner Cloud Infrastructure and services,Gartner,https://www.gartner.com/doc/reprints?id=1-271OE4VR&ct=210802&st=sb,Cloud Computing,"Cloud, Gartner",2022-03-28T08:05:07.977Z,,
When to use Amazon RDS vs. Redshift,"To compare Amazon RDS vs. Redshift, note where the database tools take different approaches to managing data in the cloud.",https://www.techtarget.com/searchcloudcomputing/tip/When-to-use-Amazon-RDS-vs-Redshift,Cloud Computing,"Relational DB, Data Warehouse, Data Lake",2022-02-04T14:08:14.340Z,https://cdn.ttgtmedia.com/rms/onlineimages/security_a244600171.jpg,
Enterprise Data Management Platforms & Products | Cloudera,"View Cloudera's enterprise data management platforms and products and see how we deliver an enterprise data cloud for any data, anywhere.",https://www.cloudera.com/products.html,Cloud data platform,Cloud computing,2022-02-11T16:35:11.226Z,https://www.cloudera.com/content/dam/www/marketing/images/open-graph/products-social.jpg,
Headless CMS - Top Content Management Systems | Jamstack,CMS,https://jamstack.org/headless-cms/,CMS,CMS,2022-03-14T03:17:36.774Z,https://www.jamstack.org/img/og/default-og-image.png,
CoffeeScript,Coffeescript,https://coffeescript.org/,CoffeeScript,coffeescript,2022-05-19T15:14:38.286Z,,
1.2 Opportunity Costs & Sunk Costs – Principles of Microeconomics,Opportunity costs,https://pressbooks.bccampus.ca/uvicecon103/chapter/1-2-opportunity-costs-sunk-costs/,Concepts & Definitions,References,2023-03-09T10:41:15.391Z,,
Dependency Inversion Principle | DevIQ,,https://rocketdocs.netlify.com/principles/dependency-inversion-principle,Concepts & Definitions,Dependency inversion,2023-02-20T06:24:13.137Z,https://rocketdocs.netlify.app/banner.png,
What is Platform Engineering? The Concept Behind the Term,Platform Engineering,https://www.liatrio.com/blog/what-is-platform-engineering-the-concept-behind-the-term,Concepts & Definitions,"References, Concepts, Programming",2023-01-27T11:08:15.180Z,https://uploads-ssl.webflow.com/5c1bedd2f3c4a4332cfd911c/610984dc91ca837ec48e4a67_platform_7dabd8f8e0a13b360dd9108c44c800dc_2000.jpeg,
Gartner Glossary,Glossary,https://www.gartner.com/en/glossary,Concepts & Definitions,Concepts,2023-01-25T13:02:49.558Z,,
"Trend Analysis - Explained - The Business Professor, LLC",Business,https://thebusinessprofessor.com/research-analysis-decision-science/trend-analysis-definition,Concepts & Definitions,,2022-12-20T18:05:39.755Z,,
Litemind - Exploring ways to use our minds efficiently.,Litemind,https://litemind.com/,Concepts & Definitions,Concepts,2022-11-20T17:52:08.937Z,,
Articles | Codecademy,Code,https://www.codecademy.com/articles,Concepts & Definitions,"Concepts, Developer",2022-07-31T07:01:12.471Z,https://images.codecademy.com/social/logo-codecademy-social.png,
Learn HTML - step by step study plan and resources,Transition,https://transitionintotech.com/learn-html/,Concepts & Definitions,Programming,2022-07-30T05:04:46.192Z,https://ml7bg9df7aoh.i.optimole.com/nzf8WC4-kPUMKfC5/w:auto/h:auto/q:auto/https://transitionintotech.com/wp-content/uploads/2020/06/Learn-HTML-featured-image.png,
Multithreading in Java - All you need to know about Java Multithreading,Great Learning,https://www.mygreatlearning.com/blog/multithreading-in-java/,Concepts & Definitions,Java,2022-07-28T07:52:42.046Z,https://d1m75rqqgidzqn.cloudfront.net/wp-data/2021/06/04153339/shutterstock_1386342911.jpg,
Want To Learn Keras? Here Are 8 Free Resources,Courses,https://analyticsindiamag.com/want-to-learn-keras-here-are-8-free-resources/,Concepts & Definitions,"Statistics, Concepts, AI, keras",2022-06-02T12:22:06.080Z,https://149695847.v2.pressablecdn.com/wp-content/uploads/2020/07/Keras_AIM.jpg,
RefactorU LLC | Accelerates the learning of aspiring creative technologists. | Udemy,Refactor U,https://www.udemy.com/user/refactoru/,Concepts & Definitions,"Developer, Javascript Framework, Concepts",2022-03-23T02:05:19.997Z,https://img-b.udemycdn.com/user/75x75/4655970_fac0.jpg,
15 Advanced CSS Techniques To Master In 2021,CSS,https://www.lambdatest.com/blog/advanced-css-techniques-2021/,Concepts & Definitions,Concepts,2022-03-02T16:25:10.038Z,https://www.lambdatest.com/blog/wp-content/uploads/2021/03/advanced-css-techniques-2021-1.jpg,
CSS Advanced Tutorial | HTML Dog,Concepts,https://htmldog.com/guides/css/advanced/,Concepts & Definitions,Concepts,2022-03-02T16:20:22.178Z,,
Dave Raggett's Introduction to HTML,HTML,https://www.w3.org/MarkUp/Guide/Advanced.html,Concepts & Definitions,Concepts,2022-03-02T16:14:01.337Z,,
Learn Advanced HTML and CSS Concepts | codedamn,HTML,https://codedamn.com/learn/advanced-html-css,Concepts & Definitions,Concepts,2022-03-02T16:07:20.748Z,https://creator-assets.codedamn.com/codedamn-5f1f31bbf8bab7fa6ddb6fdb/course-image/2020-12-13/a7677c190458e60b38cdda552b88dadf7ad6d894,
Implementing Custom HTML Elements — Know-How | by readizo com | Medium,Concepts,https://medium.com/@readizo.com/implementing-custom-html-elements-know-how-14f3f582b510,Concepts & Definitions,Concepts,2022-03-02T15:53:19.271Z,,
Difference between semantic and non-semantic elements - GeeksforGeeks,HTML,https://www.geeksforgeeks.org/difference-between-semantic-and-non-semantic-elements/,Concepts & Definitions,Concepts,2022-03-02T15:46:21.418Z,https://media.geeksforgeeks.org/wp-content/uploads/20200825152659/Screenshot-2433.png,
HTML Basics — The 10 Concepts. HTML Hypertext markup language is the… | by readizo com | Medium,HTML,https://medium.com/@readizo.com/html-basics-the-10-important-concepts-afeedcbe8e7d,Concepts & Definitions,Concepts,2022-03-02T15:33:54.228Z,https://miro.medium.com/max/1200/1*lXKAoEYXdDvEUV8TeeqeBg.png,
Welcome page | Red Hat Developer,OpenShift,https://developers.redhat.com/welcome,Container,IT,2022-11-26T12:46:58.765Z,https://developers.redhat.com/themes/custom/rhdp2/images/metatags/metatag-image-global-rhd-2020.png,
Open Container Initiative - Open Container Initiative,Docker,https://opencontainers.org/,Container,Docker,2022-03-31T04:58:08.274Z,,
The Best Places to Learn & Try Kubernetes Online - Tutorial Works,Tutorials,https://www.tutorialworks.com/learn-kubernetes-online/,Courses,"Kubernetes, Devops",2022-09-21T14:14:25.080Z,https://ik.imagekit.io/w8aolfcwcnd/tw/kubernetes-learning-resources_vRgJIMb9HVXWp.png,
A Complete Beginner's Guide to Django - Part 3,Django,https://simpleisbetterthancomplex.com/series/2017/09/18/a-complete-beginners-guide-to-django-part-3.html,Courses,"References, Training Resources, Documentation",2022-06-20T13:41:44.940Z,https://simpleisbetterthancomplex.com/media/series/beginners-guide/1.11/part-3/thumbnail.jpg,
Javarevisited: 10 Best Udemy Courses of Stephane Maarek to Learn AWS and Kafka in 2022,Udemy,https://javarevisited.blogspot.com/2022/05/10-best-udemy-courses-of-stephane-maarek-to-learn-aws.html,Courses,"Programming, Training Resources, Resources",2022-05-04T20:37:48.847Z,https://blogger.googleusercontent.com/img/a/AVvXsEh6F2psnt-E_0VwgT43UDmReOB7miU-roUddCb7q1nk5tQq8uTQpdVYv888Fx4Spgblx_1uVbA3F_YPkET08EcGoZZFkGUN3HWFJHhZR9f0Wxj3D8MpF5RCVVK8QjO1eESP0lWRnuEX-cheuOENg2DwVOV4R6jTDm0avIs5ZKOd0i5yEgBO8Cloilnh=w393-h393,
jQuery Tutorial - An Ultimate Guide for Beginners,Learn the tips and techniques of the jQuery framework in simple and easy steps and create your own interactive and feature-rich website with much less effort.,https://www.tutorialrepublic.com/jquery-tutorial/,Courses,Tutorial,2022-02-16T16:13:55.524Z,https://www.tutorialrepublic.com/lib/images/signature.png,
Biggest Online Tutorials Library,"Biggest Online Tutorials Library - The Best Content on latest technologies including C, C++, Java, Python, PHP, Machine Learning, Data Science, AppML, AI with Python, Behave, Java16, Spacy.",https://www.tutorialspoint.com/,Courses,"Programming, Training Resources, Resources, Tutorial",2022-02-16T15:53:09.457Z,,
Learn Git & GitHub | Codecademy,Utilize our Gilt tutorial to learn to save and manage different versions of your code projects into Git branches with this essential tool.,https://www.codecademy.com/learn/learn-git,Courses,GIT,2022-02-14T17:31:54.586Z,https://images.codecademy.com/social/logo-codecademy-social.png,
OWASP top 10: Web Application Security (no coding!) | Coursary,Learn the OWASP top 10 common Cyber Security attacks! Apply cyber security principles and stop Cyber Security hackers!,https://www.coursary.com/course/owasp-top-10-web-application-security-no-coding-oUT06f00,Courses,"Developer, Programming, Resources, Training Resources, Tutorial",2022-02-12T07:18:34.142Z,,
What is Hedera? | Hedera,HashGraph,https://hedera.com/learning/hedera-hashgraph/what-is-hedera-hashgraph,Crypto,"Smart Contract, Web3",2022-12-11T08:09:37.868Z,,
How Does a Blockchain Work? | ConsenSys,Blockchain,https://consensys.net/knowledge-base/how-does-a-blockchain-work/,Crypto,"Bitcoin, Ethereaum",2022-10-16T12:09:54.153Z,https://cdn.consensys.net/uploads/how-does-a-blockchain-work.png,
"Latest News About Cryptocurrency, Bitcoin, Altcoin - AMBCrypto",Crypto,https://ambcrypto.com/,Crypto,Bitcoin,2022-06-21T15:54:23.555Z,,
Decentralized autonomous organizations (DAOs) | ethereum.org,An overview of DAOs on Ethereum,https://ethereum.org/en/dao/,Crypto,Ethereaum,2022-01-29T05:50:30.562Z,https://ethereum.org/static/28214bb68eb5445dcb063a72535bc90c/0f3ee/hero.png,
Making things move with CSS3 animations · WebPlatform Docs,Css3,https://webplatform.github.io/docs/tutorials/css_animations/,CSS,"CSS, CSS Reference",2023-02-06T14:14:28.352Z,,
PostCSS - a tool for transforming CSS with JavaScript,PostCss,https://postcss.org/,CSS,,2022-12-12T05:15:16.947Z,https://postcss.org/base/og.jpg,
Sass: @mixin and @include,SASS,https://sass-lang.com/documentation/at-rules/mixin,CSS,CSS,2022-12-13T17:11:57.527Z,,
Breakpoints · Bootstrap v5.0,CSS framework,https://getbootstrap.com/docs/5.0/layout/breakpoints/,CSS,"UX, CSS, CSS Reference",2022-12-13T15:01:48.168Z,https://getbootstrap.com/docs/5.0/assets/brand/bootstrap-social.png,
CSS { In Real Life },css,https://css-irl.info/,CSS,"CSS, CSS Reference, Documentation",2022-11-11T04:51:02.132Z,https://css-irl.info/social_1200x630.png,
Getting started | Less.js,LESS,https://lesscss.org/#,CSS,"CSS, Cheat Sheets",2022-09-19T17:24:51.851Z,,
Media Queries for Standard Devices | CSS-Tricks - CSS-Tricks,Css,https://css-tricks.com/snippets/css/media-queries-for-standard-devices/,CSS,"CSS, CSS Reference",2022-08-22T09:39:01.184Z,https://css-tricks.com/wp-json/social-image-generator/v1/image/7667,
CSS:TDG4e Table of Contents,CSS,https://meyerweb.github.io/csstdg4figs/index.html,CSS,"CSS, CSS Reference",2022-08-02T07:25:56.982Z,,
CSS:TDG4e Table of Contents,Css,https://meyerweb.github.io/csstdg4figs/index.html,CSS,"CSS, CSS Reference",2022-08-02T07:25:56.961Z,,
About | Keyframes.app,CSS,https://keyframes.app/about,CSS,CSS,2022-07-16T02:22:22.036Z,https://keyframes.app/img/meta/facebook.png,
Frontend Mentor | Single price grid component coding challenge,HTML,https://www.frontendmentor.io/challenges/single-price-grid-component-5ce41129d0ff452fec5abbbc,CSS,HTML,2022-07-12T16:04:21.136Z,https://res.cloudinary.com/dz209s6jk/image/upload/v1558450848/Challenges/ouvhkqeq9dhokut9payi.jpg,
Grid by Example - Usage examples of CSS Grid Layout,Grid by example,http://gridbyexample.com/examples/,CSS,"HTML, CSS",2022-07-11T16:03:04.252Z,,
Emmet — the essential toolkit for web-developers,"Emmet  HTML,CSS Workflow",https://emmet.io/,CSS,Front end,2022-06-24T10:03:46.603Z,https://emmet.io/i/logo-large.png,
Features In-Depth | Less.js,Css,https://lesscss.org/features/#variables-feature,CSS,CSS,2022-05-19T16:04:06.825Z,,
Sass: Syntactically Awesome Style Sheets,CSS,https://sass-lang.com/,CSS,CSS,2022-05-19T15:53:36.190Z,,
border-color - CSS Reference,Css,https://cssreference.io/property/border-color/,CSS,"Documentation, CSS, CSS Reference",2022-04-12T09:51:52.948Z,https://cssreference.io/images/css-reference-share.png,
Moving Boxes,Css,https://css-tricks.com/examples/MovingBoxes/#&slider1=5,CSS,"Jquery, Framework",2022-04-11T18:07:30.309Z,,
"CSS-Tricks - Tips, Tricks, and Techniques on using Cascading Style Sheets.",CSS,https://css-tricks.com/,CSS,"CSS, CSS Reference",2022-04-10T19:41:41.789Z,https://i0.wp.com/css-tricks.com/wp-content/uploads/2021/12/default-social-css-tricks.png,
css-flexbox-poster.png (7200×10800),Flexbox,https://css-tricks.com/wp-content/uploads/2022/02/css-flexbox-poster.png,CSS,"Cheat Sheets, CSS",2022-04-02T05:35:29.338Z,,
"Can I use... Support tables for HTML5, CSS3, etc",CSS,https://caniuse.com/,CSS,"CSS Reference, Resources",2022-04-02T04:33:49.031Z,,
"Bootstrap · The most popular HTML, CSS, and JS library in the world.",Bootstrap,https://getbootstrap.com/,CSS,"CSS Reference, Resources",2022-04-02T04:32:28.381Z,https://getbootstrap.com/docs/5.1/assets/brand/bootstrap-social.png,
How to style forms with CSS: A beginner’s guide - LogRocket Blog,"In the old days, websites had plain, boring HTML forms. Today, we can create more interesting, lively forms using the latest features of CSS.",https://blog.logrocket.com/how-to-style-forms-with-css-a-beginners-guide/,CSS,"Blog, Resources",2022-02-16T18:22:45.799Z,https://blog.logrocket.com/wp-content/uploads/2020/03/how-to-style-forms-with-css.png,
CSS Selectors Reference,"W3Schools offers free online tutorials, references and exercises in all the major languages of the web. Covering popular subjects like HTML, CSS, JavaScript, Python, SQL, Java, and many, many more.",https://www.w3schools.com/cssref/css_selectors.asp,CSS,"CSS Reference, W3 Schools",2022-02-16T08:59:41.988Z,https://www.w3schools.com/images/w3schools_logo_436_2.png,
What Is Software Composition Analysis (SCA)? - Palo Alto Networks,Software composition analysis,https://www.paloaltonetworks.com/cyberpedia/what-is-sca,CyberSecurity,"Software BOM, SCA",2022-10-27T11:10:39.578Z,https://www.paloaltonetworks.ca/etc/clientlibs/pan-templates/seoimages/social-panw.png,
"Security Affairs - Page 2 of 1367 - Read, think, share … Security is everyone's responsibilitySecurity Affairs",Security,https://securityaffairs.co/wordpress/page/2,CyberSecurity,IT,2022-10-25T20:00:58.804Z,,
7 Cybersecurity Frameworks To Reduce Cyber Risk,Security,https://www.bitsight.com/blog/7-cybersecurity-frameworks-to-reduce-cyber-risk,CyberSecurity,IT,2022-10-18T06:38:16.113Z,,
"How to Create an Effective Self-Study Routine to Teach Yourself Data Science Successfully | by Madison Hunter | Feb, 2023 | Towards Data Science",Yourself Data Science,https://towardsdatascience.com/how-to-create-an-effective-self-study-routine-to-teach-yourself-data-science-successfully-6248c7ec3a53,Data science,"References, Data science",2023-03-07T03:45:55.635Z,https://miro.medium.com/max/1200/0*sEJ_z8-V4FHjMVhy,
Instance-based vs Model-based Learning: Differences - Data Analytics,DataScience,"https://vitalflux.com/instance-based-learning-model-based-learning-differences/#:~:text=In%20conclusion%2C%20instance%2Dbased%20and,but%20produce%20better%20generalization%20capabilities.",Data science,Datascience,2023-01-10T11:27:47.192Z,https://vitalflux.com/wp-content/uploads/2022/12/model-based-learning-example.png,
DataTechNotes: Classification Example with Linear SVC in Python,DataScience,https://www.datatechnotes.com/2020/07/classification-example-with-linearsvm-in-python.html,Data science,"Machine Learning, AI, Data Science",2022-10-16T14:19:09.447Z,https://i.ytimg.com/vi/t3-0PU5LvNk/hqdefault.jpg,
Learn Pandas easily with mini tutorials | thatascience,Data Science,https://thatascience.com/learn-pandas/,Data science,Data Science,2022-10-16T14:06:36.501Z,,
Data Structures Related to Machine Learning Algorithms - KDnuggets,KDNuggets,https://www.kdnuggets.com/2018/01/data-structures-related-machine-learning-algorithms.html,Data science,"Big Data, Analytics, BI, Concepts, Data",2022-08-18T04:31:09.879Z,https://www.kdnuggets.com/images/comment.gif,
DataCamp Mobile,,https://m.datacamp.com/courses/supervised-learning-with-scikit-learn/classification?ex=1,Data science,Data,2022-05-15T13:04:04.007Z,,
Dimensionality Reduction for Data Scientists - Analytics India Magazine,Magazine,https://analyticsindiamag.com/guide-to-dimensionality-reduction-for-data-scientists/,Data science,"Data, Tutorial",2022-05-15T10:45:27.737Z,https://149695847.v2.pressablecdn.com/wp-content/uploads/2021/05/photo-1616792577902-f1d86383a21b-scaled.jpg,
Apache CouchDB,Database,https://couchdb.apache.org/,Data science,No SQL,2022-05-11T08:11:03.958Z,,
What Is Seaborn in Python | Data Visualization Using Seaborn,Data science,https://www.analyticsvidhya.com/blog/2019/09/comprehensive-data-visualization-guide-seaborn-python/,Data science,"python, seaborn",2022-05-01T05:55:25.008Z,https://cdn.analyticsvidhya.com/wp-content/uploads/2019/09/data-visualization-whiz.png,
Visualization with Seaborn | Python Data Science Handbook,DataScience,https://jakevdp.github.io/PythonDataScienceHandbook/04.14-visualization-with-seaborn.html,Data science,"Data Visualization, Exploratory Data Analysis, Concepts",2022-04-30T17:45:51.285Z,,
SQLite Home Page,Sql,https://www.sqlite.org/index.html,Data science,References,2022-04-28T18:20:10.437Z,,
"Quantile, Quantize and Threshold scales / D3 / Observable",D3.jango,https://observablehq.com/@d3/quantile-quantize-and-threshold-scales,Data science,"Statistics, BI",2022-04-06T15:40:11.443Z,https://static.observableusercontent.com/thumbnail/37a7eb849dde82175f82e7f7f4c67ed9ad5395b8cc70402f87f71889af3a180e.jpg,
Audience and Overview | Hands-On Data Visualization,Book,https://handsondataviz.org/audience-overview.html,Data science,"Concepts, Big Data, Data Visualization, History of DataScience, No SQL, python, References",2022-04-04T13:26:49.101Z,http://handsondataviz.github.io//images/cover-400wide.jpg,
BIRT BIRT | BIRT,BI,https://eclipse.github.io//birt-website/,Data science,"Big Data, BI",2022-04-03T14:49:14.351Z,,
Cassandra vs MongoDB - What are the Differences?,NoSQL,https://phoenixnap.com/kb/cassandra-vs-mongodb,Data science,Big Data,2022-03-20T13:31:05.784Z,https://phoenixnap.com/kb/wp-content/uploads/2021/04/cassandra-vs-mongodb.png,
MongoDB vs Cassandra: NoSQL Databases Compared – BMC Software | Blogs,Difference between mongodb and cassandra,https://www.bmc.com/blogs/mongodb-vs-cassandra/,Data science,"Big Data, No SQL",2022-03-20T13:29:22.213Z,https://s7280.pcdn.co/wp-content/uploads/2019/04/mongodb-guide-300x150.jpg.optimal.jpg,
GridDB Open Source Community | GridDB Open Source Community Websites,DataScience,https://griddb.io,Data science,grid db,2022-03-14T03:30:09.274Z,https://griddb.org/brand-resources/griddb-logo/png/color.png,
Anaconda | Individual Edition,Anaconda's open-source Individual Edition is the easiest way to perform Python/R data science and machine learning on a single machine.,https://www.anaconda.com/products/individual,Data science,"python, R",2022-02-24T03:46:31.120Z,https://optimise2.assets-servd.host/voracious-blesbok/production/anaconda-meta.jpg?w=800&h=418&q=82&auto=format&fit=clip&dm=1632326952&s=d3fa86c7eb1a49c86d1b23b7f1f722a7,
Practice - DataCamp Learn,Tutorials,https://app.datacamp.com/learn/practice,Data science,"Tutorial, Training Resources, Statistics, Resources, Python, No SQL, Machine Learning",2022-02-23T06:42:24.709Z,,
Python Sets Tutorial: Set Operations & Sets vs Lists - DataCamp,,https://www.datacamp.com/community/tutorials/sets-in-python,Data science,Python,2022-02-23T06:39:24.707Z,,
14 Most Used Data Science Tools for 2022- Essential Data Science Ingredients - DataFlair,Data Science Tools,https://data-flair.training/blogs/data-science-tools/,Data science,Big Data,2022-02-22T13:04:23.814Z,,
Data Science Tutorial - Learn Data Science from Scratch - DataFlair,Data Science,https://data-flair.training/blogs/data-science-tutorials-home/,Data science,"Training Resources, Tutorial, Resources, Machine Learning, Blog",2022-02-17T16:48:35.758Z,,
"NGDATA | Top 50 Data Science Resources: The Best Blogs, Forums, Videos and Tutorials to Learn All about Data Science","Top 50 Data Science Resources: The Best Blogs, Forums, Videos and Tutorials to Learn All about Data Science",https://www.ngdata.com/top-data-science-resources/,Data science,"Blog, Resources, Training Resources, Concepts, Tutorial",2022-02-12T07:04:07.468Z,,
100+ Free Data Science Books – LearnDataSci,Learn data sci,https://www.learndatasci.com/free-data-science-books/,Data science,"AI, Analytics, Bayes, Data Visualization, Exploratory Data Analysis, Machine Learning",2022-02-11T17:01:56.266Z,https://storage.googleapis.com/lds-media/images/100-free-data-science-books-header.width-745.jpg,
Technical Topics - DataScienceCentral.com,"DSC's coverage of Technical Topics explores deep, specialized knowledge of the technical aspects of data science.",https://www.datasciencecentral.com/category/technical-topics/,Data science,"Resources, Statistics, Training Resources, Python, No SQL, Machine Learning, Jupyter Julia plus Python plus R, Exploratory Data Analysis, Data Visualization, Analytics",2022-02-11T16:47:36.845Z,,
75 Big Data terms everyone should know - Dataconomy,"This article is a continuation of my first article, 25 Big Data terms everyone should know. Since it got such an overwhelmingly positive response, I decided",https://dataconomy.com/2017/07/75-big-data-terms-everyone-know/,Data science,"AI, Exploratory Data Analysis, Machine Learning",2022-02-11T11:06:21.645Z,https://dataconomy.com/wp-content/uploads/2019/10/dataconomy1.png,
Home - DataScience Made Simple,"This site helps you learn the concepts of data science and implement the analysis with the help of R, SAS, WPS and Python. For Whom this site is for? This Site will be helpful...",https://www.datasciencemadesimple.com/,Data science,"Python, Blog, Resources, AI, Analytics, Machine Learning, Statistics, Training Resources, Jupyter Julia plus Python plus R",2022-02-09T09:24:34.711Z,,
Python Graph Gallery,"The Python Graph Gallery displays hundreds of charts made with Python, always with explanation and reproduciible code",https://www.python-graph-gallery.com/,Data science,"Python, Training Resources, Data Visualization",2022-02-09T07:39:30.402Z,https://github.com/holtzy/The-Python-Graph-Gallery/blob/master/static/overview_PGG.png?raw=true,
Machine Learning Archives - Analytics Vidhya,,https://www.analyticsvidhya.com/blog/category/machine-learning/,Data science,Resources,2022-02-08T19:20:43.491Z,,
"Machine Learning, Data Science, Big Data, Analytics, AI - KDnuggets","Machine Learning, Data Science, Big Data, Analytics, AI",https://www.kdnuggets.com/,Data science,"AI, Statistics, Analytics, Machine Learning, No SQL, Training Resources",2022-02-08T18:37:23.190Z,,
Top Free Online Courses in Statistics and Data Analysis | INOMICS,"There are now more online learning options than ever, including courses which are - thank you Internet -&nbsp;absolutely free. Whether you want to prepare for your upcoming university course,&nbsp;need to pick up some extra skills to help with your job, or you are just interested in a subject and want to learn more, there will be an online course out there that can&nbsp;help you achieve your goals.",https://inomics.com/advice/top-free-online-courses-in-statistics-and-data-analysis-402678,Data science,Statistics,2022-02-08T17:50:49.337Z,"https://d35w6hwqhdq0in.cloudfront.net/transform/scale,h=600,w=600,upscale=True:compress/c7df72f3497bf9cfc32c43f024285d2f.jpg",
Natassha - Natassha Selvaraj,,https://www.natasshaselvaraj.com/author/natassha/,Data science,Blog,2022-02-08T17:34:15.945Z,,
What's The Big Data? | The evolving IT landscape,The evolving IT landscape,https://whatsthebigdata.com/,Data science,"Resources, Analytics, AI, Big Data",2022-02-08T17:15:33.832Z,https://secure.gravatar.com/blavatar/acb8dda542849a6a37368aeb9002e1c8?s=200&ts=1643318145,
Resources - Silicon Valley Data Science,,https://www.svds.com/resources/,Data science,"Blog, Resources",2022-02-08T17:12:22.698Z,http://dev-svds.pantheon.io/wp-content/uploads/2015/10/facebook_svds.png,
What is Exploratory Data Analysis? - India | IBM,,https://www.ibm.com/in-en/cloud/learn/exploratory-data-analysis,Data science,Exploratory Data Analysis,2022-02-08T17:04:53.616Z,,
A Very Short History Of Data Science,The story of how data scientists became sexy is mostly the story of the coupling of the mature discipline of statistics with a very young one--computer science.  The term “Data Science” has emerged only recently to specifically designate a new profession that is expected to make sense of the vast [...],https://www.forbes.com/sites/gilpress/2013/05/28/a-very-short-history-of-data-science/,Data science,History of DataScience,2022-02-08T16:58:07.978Z,https://imageio.forbes.com/blogs-images/thumbnails/blog_2357/pt_2357_1577_o.jpg?format=jpg&width=1200&fit=bounds,
Courses - DataCamp Learn,DataCamp,https://app.datacamp.com/learn/courses,Data science,References,2022-01-31T12:06:13.213Z,,
Think Bayes 2 — Think Bayes,,http://allendowney.github.io/ThinkBayes2/,Data science,"Statistics, Bayes",2022-01-29T20:26:30.710Z,,
Introduction to Data Structures and Algorithms (DSA) - GeeksforGeeks,Data Structures,https://www.geeksforgeeks.org/learn-data-structures-and-algorithms-dsa-tutorial/#string,Data Structures,Data Structures,2022-12-23T02:46:09.470Z,https://media.geeksforgeeks.org/wp-content/cdn-uploads/20201129105858/Tree-Basic-Terminology.png,
Introduction to Data Structures and Algorithms (DSA) - GeeksforGeeks,DSA,https://www.geeksforgeeks.org/learn-data-structures-and-algorithms-dsa-tutorial/#array,Data Structures,"Algorithms, Data Structures",2022-12-23T02:48:37.839Z,https://media.geeksforgeeks.org/wp-content/cdn-uploads/20201129105858/Tree-Basic-Terminology.png,
MariaDB Enterprise Open Source Database & SkySQL MariaDB Cloud | MariaDB,MariaDB,https://mariadb.com/,Database,SQL,2022-07-08T06:39:25.394Z,https://mariadb.com/wp-content/uploads/2018/10/mariadb-social-share.jpg,
PostgreSQL: The world's most advanced open source database,PostGresQL,https://www.postgresql.org/,Database,"PostGreSQL, Database, SQL",2022-07-08T06:34:27.909Z,https://www.postgresql.org/media/img/about/press/elephant.png,
What is repository? - Definition from WhatIs.com,Oracle,https://www.techtarget.com/searchoracle/definition/repository,Database,"Database, Oracle",2022-07-03T16:15:59.448Z,https://cdn.ttgtmedia.com/ITKE/images/logos/TTlogo-379x201.png,
Apache Parquet,Column Datastore,https://parquet.apache.org/documentation/latest/,Database,"File Format, Apache",2022-02-25T18:33:43.785Z,,
