title,Description,URL,Category,tags
CheatSheet – Using CheatSheets To Apply Best Practices,Cheatsheets,https://cheatsheet.dennyzhang.com/,CheatSheets,"Cheat Sheets, References"
Intermediate Python Cheat Sheet by Mr Kitty - Download free from Cheatography - Cheatography.com: Cheat Sheets For Every Occasion,CheatSheets,https://cheatography.com/mr-kitty/cheat-sheets/intermediate-python/#downloads,CheatSheets,Cheat Sheets
Index Alphabetical - OWASP Cheat Sheet Series,Security Cheatsheets,https://cheatsheetseries.owasp.org/Glossary.html,CheatSheets,"Security, Cheat Sheets"
Sample config.yml Files - CircleCI,Circle.CI,https://circleci.com/docs/2.0/sample-config/,Circle CI,CircleCI
What is HTTP? | Cloudflare,Cloud,https://www.cloudflare.com/learning/ddos/glossary/hypertext-transfer-protocol-http/,Cloud Computing,Cloud computing
AWS-CloudDesignPattern,AWS,https://en.clouddesignpattern.org/index.php/Main_Page.html,Cloud Computing,"Architecture, AWS, Cloud"
What is Cloud Computing? - Soft Cloud Tech,Cloud computing,https://softcloudtech.com/cloud-computing/,Cloud Computing,Cloud
Messaging that just works — RabbitMQ,Messaging,https://www.rabbitmq.com/,Cloud Computing,Cloud computing
What is a distributed denial-of-service (DDoS) attack? | Cloudflare,Cloud,https://www.cloudflare.com/learning/ddos/what-is-a-ddos-attack/,Cloud Computing,"Cloud, Cloud computing"
gRPC,Google General purpose RPC,https://grpc.io/showcase/,Cloud Computing,Cloud computing
Cloud Native Computing Foundation,CNCF,https://www.cncf.io/,Cloud Computing,Cloud computing
MEGA,Storage,https://mega.nz/fm/vYgnFTRA,Cloud Computing,"Data, Cloud"
The 10 Best Books to Read Now on IoT - IoT Central,IOT,https://www.iotcentral.io/blog/the-10-best-books-to-read-now-on-iot,Cloud Computing,IOT
Cloud Native Glossary,CNCF,https://glossary.cncf.io/,Cloud Computing,Cloud computing
12 key steps for a successful cloud migration,Cloud migration,https://www.techtarget.com/searchcloudcomputing/tip/12-key-steps-for-a-successful-cloud-migration,Cloud Computing,"Technology, Cloud computing"
"Image and Video Upload, Storage, Optimization and CDN","Streamline media management and improve user experience by automatically delivering images and videos, enhanced and optimized for every user.",https://cloudinary.com/home-102622,Cloud Computing,"Cloud, Resources"
Why Google Cloud,Google cloud,https://cloud.google.com/products/ai,Cloud Computing,Cloud
Serverless: Develop & Monitor Apps On AWS Lambda,AWS,http://serverless.com//,Cloud Computing,"AWS, Cloud"
Google Cloud APIs,Cloud,https://cloud.google.com/apis/docs/overview#about_cloud_apis,Cloud Computing,Resources
What is Private Cloud? [Definition & Examples Included],What is a private cloud? Private cloud is a type of cloud computing. Read to learn more about how it works and differs from public and hybrid clouds.,https://www.techtarget.com/searchcloudcomputing/definition/private-cloud,Cloud Computing,Cloud
What is Object Storage? | Google Cloud,Google Cloud,https://cloud.google.com/learn/what-is-object-storage,Cloud Computing,"Serverless, FaaS"
Knowledge Base - CloudySave,Cloud computing,https://www.cloudysave.com/knowledge-base/,Cloud Computing,Cloud
Why minify JavaScript code? | Cloudflare,Cloud,https://www.cloudflare.com/learning/performance/why-minify-javascript-code/,Cloud Computing,"Cloud, Developer"
Infrastructure-as-Code series - Red Hat senior architect: Into DevOps version control 2.0 - CW Developer Network,IaaC,https://www.computerweekly.com/blog/CW-Developer-Network/Infrastructure-as-Code-series-Red-Hat-senior-architect-The-DevOps-foster-factor,Cloud Computing,Cloud
Horizontal Vs. Vertical Scaling: How Do They Compare?,Discover the differences between horizontal and vertical scaling — both in the cloud and on-premise — and which one is best for your company.,https://www.cloudzero.com/blog/horizontal-vs-vertical-scaling,Cloud Computing,Cloud
What is Cloud Native? | Oracle India,Cloud Native,https://www.oracle.com/in/cloud/cloud-native/what-is-cloud-native/,Cloud Computing,Oracle
"Geekflare - Technology Articles, Tools and APIs to help you grow.",Courses,https://geekflare.com/,Cloud Computing,AWS
10 Best Free Courses to learn Cloud Computing For Beginners in 2022 | by javinpaul | Javarevisited | Medium,Cloud Computing,https://medium.com/javarevisited/10-free-courses-to-learn-cloud-computing-for-beginners-4f3cd984ddb1,Cloud Computing,"AWS, Cloud"
Interested in a Cloud Computing Career? This Roadmap Can Point the Way - Linux Foundation - Training,Roadmap,https://training.linuxfoundation.org/blog/interested-in-a-cloud-computing-career-this-roadmap-can-point-the-way/,Cloud Computing,Cloud
What is a Cloud Native Software Engineer?,Cloud Devops,https://openupthecloud.com/what-is-a-cloud-native-software-engineer/,Cloud Computing,Cloud
Blog - CloudAve,Blog,https://www.cloudave.com/blog/,Cloud Computing,Blog
The 9 best cloud storage services of 2022 | ZDNet,ZDNet,https://www.zdnet.com/article/best-cloud-storage/,Cloud Computing,Cloud
Enterprise | TechCrunch,Techcrunch,https://techcrunch.com/enterprise/,Cloud Computing,Cloud
"Cloud computing information, news and tips - SearchCloudComputing",Cloud Computing,https://www.techtarget.com/searchcloudcomputing/,Cloud Computing,Cloud
"CloudTweaks: Thought Leadership Podcasts, Tech Reports, Articles!",Cloud Tweaks,https://cloudtweaks.com/,Cloud Computing,Blog
Top 10 Cloud Computing Websites and Blogs - 2022 List,Cloud Computing,https://comtechies.com/list-of-top-ten-cloud-computing-websites-and-blogs.html,Cloud Computing,Cloud
CloudBees Documentation,Cloudbees,https://docs.cloudbees.com/,Cloud Computing,Cloud
Best practice rules for Google Cloud Platform | Trend Micro,CloudComputing,https://www.cloudconformity.com/cloudoneconformity/knowledge-base/gcp/,Cloud Computing,Cloud
Gartner Cloud Infrastructure and services,Gartner,https://www.gartner.com/doc/reprints?id=1-271OE4VR&ct=210802&st=sb,Cloud Computing,"Cloud, Gartner"
When to use Amazon RDS vs. Redshift,"To compare Amazon RDS vs. Redshift, note where the database tools take different approaches to managing data in the cloud.",https://www.techtarget.com/searchcloudcomputing/tip/When-to-use-Amazon-RDS-vs-Redshift,Cloud Computing,"Relational DB, Data Warehouse, Data Lake"
Enterprise Data Management Platforms & Products | Cloudera,"View Cloudera's enterprise data management platforms and products and see how we deliver an enterprise data cloud for any data, anywhere.",https://www.cloudera.com/products.html,Cloud data platform,Cloud computing
Headless CMS - Top Content Management Systems | Jamstack,CMS,https://jamstack.org/headless-cms/,CMS,CMS
CoffeeScript,Coffeescript,https://coffeescript.org/,CoffeeScript,coffeescript
1.2 Opportunity Costs & Sunk Costs – Principles of Microeconomics,Opportunity costs,https://pressbooks.bccampus.ca/uvicecon103/chapter/1-2-opportunity-costs-sunk-costs/,Concepts & Definitions,References
Dependency Inversion Principle | DevIQ,,https://rocketdocs.netlify.com/principles/dependency-inversion-principle,Concepts & Definitions,Dependency inversion
What is Platform Engineering? The Concept Behind the Term,Platform Engineering,https://www.liatrio.com/blog/what-is-platform-engineering-the-concept-behind-the-term,Concepts & Definitions,"References, Concepts, Programming"
Gartner Glossary,Glossary,https://www.gartner.com/en/glossary,Concepts & Definitions,Concepts
"Trend Analysis - Explained - The Business Professor, LLC",Business,https://thebusinessprofessor.com/research-analysis-decision-science/trend-analysis-definition,Concepts & Definitions,
Litemind - Exploring ways to use our minds efficiently.,Litemind,https://litemind.com/,Concepts & Definitions,Concepts
Articles | Codecademy,Code,https://www.codecademy.com/articles,Concepts & Definitions,"Concepts, Developer"
Learn HTML - step by step study plan and resources,Transition,https://transitionintotech.com/learn-html/,Concepts & Definitions,Programming
Multithreading in Java - All you need to know about Java Multithreading,Great Learning,https://www.mygreatlearning.com/blog/multithreading-in-java/,Concepts & Definitions,Java
Want To Learn Keras? Here Are 8 Free Resources,Courses,https://analyticsindiamag.com/want-to-learn-keras-here-are-8-free-resources/,Concepts & Definitions,"Statistics, Concepts, AI, keras"
RefactorU LLC | Accelerates the learning of aspiring creative technologists. | Udemy,Refactor U,https://www.udemy.com/user/refactoru/,Concepts & Definitions,"Developer, Javascript Framework, Concepts"
15 Advanced CSS Techniques To Master In 2021,CSS,https://www.lambdatest.com/blog/advanced-css-techniques-2021/,Concepts & Definitions,Concepts
CSS Advanced Tutorial | HTML Dog,Concepts,https://htmldog.com/guides/css/advanced/,Concepts & Definitions,Concepts
Dave Raggett's Introduction to HTML,HTML,https://www.w3.org/MarkUp/Guide/Advanced.html,Concepts & Definitions,Concepts
Learn Advanced HTML and CSS Concepts | codedamn,HTML,https://codedamn.com/learn/advanced-html-css,Concepts & Definitions,Concepts
Implementing Custom HTML Elements — Know-How | by readizo com | Medium,Concepts,https://medium.com/@readizo.com/implementing-custom-html-elements-know-how-14f3f582b510,Concepts & Definitions,Concepts
Difference between semantic and non-semantic elements - GeeksforGeeks,HTML,https://www.geeksforgeeks.org/difference-between-semantic-and-non-semantic-elements/,Concepts & Definitions,Concepts
HTML Basics — The 10 Concepts. HTML Hypertext markup language is the… | by readizo com | Medium,HTML,https://medium.com/@readizo.com/html-basics-the-10-important-concepts-afeedcbe8e7d,Concepts & Definitions,Concepts
Welcome page | Red Hat Developer,OpenShift,https://developers.redhat.com/welcome,Container,IT
Open Container Initiative - Open Container Initiative,Docker,https://opencontainers.org/,Container,Docker
The Best Places to Learn & Try Kubernetes Online - Tutorial Works,Tutorials,https://www.tutorialworks.com/learn-kubernetes-online/,Courses,"Kubernetes, Devops"
A Complete Beginner's Guide to Django - Part 3,Django,https://simpleisbetterthancomplex.com/series/2017/09/18/a-complete-beginners-guide-to-django-part-3.html,Courses,"References, Training Resources, Documentation"
Javarevisited: 10 Best Udemy Courses of Stephane Maarek to Learn AWS and Kafka in 2022,Udemy,https://javarevisited.blogspot.com/2022/05/10-best-udemy-courses-of-stephane-maarek-to-learn-aws.html,Courses,"Programming, Training Resources, Resources"
jQuery Tutorial - An Ultimate Guide for Beginners,Learn the tips and techniques of the jQuery framework in simple and easy steps and create your own interactive and feature-rich website with much less effort.,https://www.tutorialrepublic.com/jquery-tutorial/,Courses,Tutorial
Biggest Online Tutorials Library,"Biggest Online Tutorials Library - The Best Content on latest technologies including C, C++, Java, Python, PHP, Machine Learning, Data Science, AppML, AI with Python, Behave, Java16, Spacy.",https://www.tutorialspoint.com/,Courses,"Programming, Training Resources, Resources, Tutorial"
Learn Git & GitHub | Codecademy,Utilize our Gilt tutorial to learn to save and manage different versions of your code projects into Git branches with this essential tool.,https://www.codecademy.com/learn/learn-git,Courses,GIT
OWASP top 10: Web Application Security (no coding!) | Coursary,Learn the OWASP top 10 common Cyber Security attacks! Apply cyber security principles and stop Cyber Security hackers!,https://www.coursary.com/course/owasp-top-10-web-application-security-no-coding-oUT06f00,Courses,"Developer, Programming, Resources, Training Resources, Tutorial"
What is Hedera? | Hedera,HashGraph,https://hedera.com/learning/hedera-hashgraph/what-is-hedera-hashgraph,Crypto,"Smart Contract, Web3"
How Does a Blockchain Work? | ConsenSys,Blockchain,https://consensys.net/knowledge-base/how-does-a-blockchain-work/,Crypto,"Bitcoin, Ethereaum"
"Latest News About Cryptocurrency, Bitcoin, Altcoin - AMBCrypto",Crypto,https://ambcrypto.com/,Crypto,Bitcoin
Decentralized autonomous organizations (DAOs) | ethereum.org,An overview of DAOs on Ethereum,https://ethereum.org/en/dao/,Crypto,Ethereaum
Making things move with CSS3 animations · WebPlatform Docs,Css3,https://webplatform.github.io/docs/tutorials/css_animations/,CSS,"CSS, CSS Reference"
PostCSS - a tool for transforming CSS with JavaScript,PostCss,https://postcss.org/,CSS,
Sass: @mixin and @include,SASS,https://sass-lang.com/documentation/at-rules/mixin,CSS,CSS
Breakpoints · Bootstrap v5.0,CSS framework,https://getbootstrap.com/docs/5.0/layout/breakpoints/,CSS,"UX, CSS, CSS Reference"
CSS { In Real Life },css,https://css-irl.info/,CSS,"CSS, CSS Reference, Documentation"
Getting started | Less.js,LESS,https://lesscss.org/#,CSS,"CSS, Cheat Sheets"
Media Queries for Standard Devices | CSS-Tricks - CSS-Tricks,Css,https://css-tricks.com/snippets/css/media-queries-for-standard-devices/,CSS,"CSS, CSS Reference"
CSS:TDG4e Table of Contents,CSS,https://meyerweb.github.io/csstdg4figs/index.html,CSS,"CSS, CSS Reference"
CSS:TDG4e Table of Contents,Css,https://meyerweb.github.io/csstdg4figs/index.html,CSS,"CSS, CSS Reference"
About | Keyframes.app,CSS,https://keyframes.app/about,CSS,CSS
Frontend Mentor | Single price grid component coding challenge,HTML,https://www.frontendmentor.io/challenges/single-price-grid-component-5ce41129d0ff452fec5abbbc,CSS,HTML
Grid by Example - Usage examples of CSS Grid Layout,Grid by example,http://gridbyexample.com/examples/,CSS,"HTML, CSS"
Emmet — the essential toolkit for web-developers,"Emmet  HTML,CSS Workflow",https://emmet.io/,CSS,Front end
Features In-Depth | Less.js,Css,https://lesscss.org/features/#variables-feature,CSS,CSS
Sass: Syntactically Awesome Style Sheets,CSS,https://sass-lang.com/,CSS,CSS
border-color - CSS Reference,Css,https://cssreference.io/property/border-color/,CSS,"Documentation, CSS, CSS Reference"
Moving Boxes,Css,https://css-tricks.com/examples/MovingBoxes/#&slider1=5,CSS,"Jquery, Framework"
"CSS-Tricks - Tips, Tricks, and Techniques on using Cascading Style Sheets.",CSS,https://css-tricks.com/,CSS,"CSS, CSS Reference"
css-flexbox-poster.png (7200×10800),Flexbox,https://css-tricks.com/wp-content/uploads/2022/02/css-flexbox-poster.png,CSS,"Cheat Sheets, CSS"
"Can I use... Support tables for HTML5, CSS3, etc",CSS,https://caniuse.com/,CSS,"CSS Reference, Resources"
"Bootstrap · The most popular HTML, CSS, and JS library in the world.",Bootstrap,https://getbootstrap.com/,CSS,"CSS Reference, Resources"
How to style forms with CSS: A beginner’s guide - LogRocket Blog,"In the old days, websites had plain, boring HTML forms. Today, we can create more interesting, lively forms using the latest features of CSS.",https://blog.logrocket.com/how-to-style-forms-with-css-a-beginners-guide/,CSS,"Blog, Resources"
CSS Selectors Reference,"W3Schools offers free online tutorials, references and exercises in all the major languages of the web. Covering popular subjects like HTML, CSS, JavaScript, Python, SQL, Java, and many, many more.",https://www.w3schools.com/cssref/css_selectors.asp,CSS,"CSS Reference, W3 Schools"
What Is Software Composition Analysis (SCA)? - Palo Alto Networks,Software composition analysis,https://www.paloaltonetworks.com/cyberpedia/what-is-sca,CyberSecurity,"Software BOM, SCA"
"Security Affairs - Page 2 of 1367 - Read, think, share … Security is everyone's responsibilitySecurity Affairs",Security,https://securityaffairs.co/wordpress/page/2,CyberSecurity,IT
7 Cybersecurity Frameworks To Reduce Cyber Risk,Security,https://www.bitsight.com/blog/7-cybersecurity-frameworks-to-reduce-cyber-risk,CyberSecurity,IT
"How to Create an Effective Self-Study Routine to Teach Yourself Data Science Successfully | by Madison Hunter | Feb, 2023 | Towards Data Science",Yourself Data Science,https://towardsdatascience.com/how-to-create-an-effective-self-study-routine-to-teach-yourself-data-science-successfully-6248c7ec3a53,Data science,"References, Data science"
Instance-based vs Model-based Learning: Differences - Data Analytics,DataScience,"https://vitalflux.com/instance-based-learning-model-based-learning-differences/#:~:text=In%20conclusion%2C%20instance%2Dbased%20and,but%20produce%20better%20generalization%20capabilities.",Data science,Datascience
DataTechNotes: Classification Example with Linear SVC in Python,DataScience,https://www.datatechnotes.com/2020/07/classification-example-with-linearsvm-in-python.html,Data science,"Machine Learning, AI, Data Science"
Learn Pandas easily with mini tutorials | thatascience,Data Science,https://thatascience.com/learn-pandas/,Data science,Data Science
Data Structures Related to Machine Learning Algorithms - KDnuggets,KDNuggets,https://www.kdnuggets.com/2018/01/data-structures-related-machine-learning-algorithms.html,Data science,"Big Data, Analytics, BI, Concepts, Data"
DataCamp Mobile,,https://m.datacamp.com/courses/supervised-learning-with-scikit-learn/classification?ex=1,Data science,Data
Dimensionality Reduction for Data Scientists - Analytics India Magazine,Magazine,https://analyticsindiamag.com/guide-to-dimensionality-reduction-for-data-scientists/,Data science,"Data, Tutorial"
Apache CouchDB,Database,https://couchdb.apache.org/,Data science,No SQL
What Is Seaborn in Python | Data Visualization Using Seaborn,Data science,https://www.analyticsvidhya.com/blog/2019/09/comprehensive-data-visualization-guide-seaborn-python/,Data science,"python, seaborn"
Visualization with Seaborn | Python Data Science Handbook,DataScience,https://jakevdp.github.io/PythonDataScienceHandbook/04.14-visualization-with-seaborn.html,Data science,"Data Visualization, Exploratory Data Analysis, Concepts"
SQLite Home Page,Sql,https://www.sqlite.org/index.html,Data science,References
"Quantile, Quantize and Threshold scales / D3 / Observable",D3.jango,https://observablehq.com/@d3/quantile-quantize-and-threshold-scales,Data science,"Statistics, BI"
Audience and Overview | Hands-On Data Visualization,Book,https://handsondataviz.org/audience-overview.html,Data science,"Concepts, Big Data, Data Visualization, History of DataScience, No SQL, python, References"
BIRT BIRT | BIRT,BI,https://eclipse.github.io//birt-website/,Data science,"Big Data, BI"
Cassandra vs MongoDB - What are the Differences?,NoSQL,https://phoenixnap.com/kb/cassandra-vs-mongodb,Data science,Big Data
MongoDB vs Cassandra: NoSQL Databases Compared – BMC Software | Blogs,Difference between mongodb and cassandra,https://www.bmc.com/blogs/mongodb-vs-cassandra/,Data science,"Big Data, No SQL"
GridDB Open Source Community | GridDB Open Source Community Websites,DataScience,https://griddb.io,Data science,grid db
Anaconda | Individual Edition,Anaconda's open-source Individual Edition is the easiest way to perform Python/R data science and machine learning on a single machine.,https://www.anaconda.com/products/individual,Data science,"python, R"
Practice - DataCamp Learn,Tutorials,https://app.datacamp.com/learn/practice,Data science,"Tutorial, Training Resources, Statistics, Resources, Python, No SQL, Machine Learning"
Python Sets Tutorial: Set Operations & Sets vs Lists - DataCamp,,https://www.datacamp.com/community/tutorials/sets-in-python,Data science,Python
14 Most Used Data Science Tools for 2022- Essential Data Science Ingredients - DataFlair,Data Science Tools,https://data-flair.training/blogs/data-science-tools/,Data science,Big Data
Data Science Tutorial - Learn Data Science from Scratch - DataFlair,Data Science,https://data-flair.training/blogs/data-science-tutorials-home/,Data science,"Training Resources, Tutorial, Resources, Machine Learning, Blog"
"NGDATA | Top 50 Data Science Resources: The Best Blogs, Forums, Videos and Tutorials to Learn All about Data Science","Top 50 Data Science Resources: The Best Blogs, Forums, Videos and Tutorials to Learn All about Data Science",https://www.ngdata.com/top-data-science-resources/,Data science,"Blog, Resources, Training Resources, Concepts, Tutorial"
100+ Free Data Science Books – LearnDataSci,Learn data sci,https://www.learndatasci.com/free-data-science-books/,Data science,"AI, Analytics, Bayes, Data Visualization, Exploratory Data Analysis, Machine Learning"
Technical Topics - DataScienceCentral.com,"DSC's coverage of Technical Topics explores deep, specialized knowledge of the technical aspects of data science.",https://www.datasciencecentral.com/category/technical-topics/,Data science,"Resources, Statistics, Training Resources, Python, No SQL, Machine Learning, Jupyter Julia plus Python plus R, Exploratory Data Analysis, Data Visualization, Analytics"
75 Big Data terms everyone should know - Dataconomy,"This article is a continuation of my first article, 25 Big Data terms everyone should know. Since it got such an overwhelmingly positive response, I decided",https://dataconomy.com/2017/07/75-big-data-terms-everyone-know/,Data science,"AI, Exploratory Data Analysis, Machine Learning"
Home - DataScience Made Simple,"This site helps you learn the concepts of data science and implement the analysis with the help of R, SAS, WPS and Python. For Whom this site is for? This Site will be helpful...",https://www.datasciencemadesimple.com/,Data science,"Python, Blog, Resources, AI, Analytics, Machine Learning, Statistics, Training Resources, Jupyter Julia plus Python plus R"
Python Graph Gallery,"The Python Graph Gallery displays hundreds of charts made with Python, always with explanation and reproduciible code",https://www.python-graph-gallery.com/,Data science,"Python, Training Resources, Data Visualization"
Machine Learning Archives - Analytics Vidhya,,https://www.analyticsvidhya.com/blog/category/machine-learning/,Data science,Resources
"Machine Learning, Data Science, Big Data, Analytics, AI - KDnuggets","Machine Learning, Data Science, Big Data, Analytics, AI",https://www.kdnuggets.com/,Data science,"AI, Statistics, Analytics, Machine Learning, No SQL, Training Resources"
Top Free Online Courses in Statistics and Data Analysis | INOMICS,"There are now more online learning options than ever, including courses which are - thank you Internet -&nbsp;absolutely free. Whether you want to prepare for your upcoming university course,&nbsp;need to pick up some extra skills to help with your job, or you are just interested in a subject and want to learn more, there will be an online course out there that can&nbsp;help you achieve your goals.",https://inomics.com/advice/top-free-online-courses-in-statistics-and-data-analysis-402678,Data science,Statistics
Natassha - Natassha Selvaraj,,https://www.natasshaselvaraj.com/author/natassha/,Data science,Blog
What's The Big Data? | The evolving IT landscape,The evolving IT landscape,https://whatsthebigdata.com/,Data science,"Resources, Analytics, AI, Big Data"
Resources - Silicon Valley Data Science,,https://www.svds.com/resources/,Data science,"Blog, Resources"
What is Exploratory Data Analysis? - India | IBM,,https://www.ibm.com/in-en/cloud/learn/exploratory-data-analysis,Data science,Exploratory Data Analysis
A Very Short History Of Data Science,The story of how data scientists became sexy is mostly the story of the coupling of the mature discipline of statistics with a very young one--computer science.  The term “Data Science” has emerged only recently to specifically designate a new profession that is expected to make sense of the vast [...],https://www.forbes.com/sites/gilpress/2013/05/28/a-very-short-history-of-data-science/,Data science,History of DataScience
Courses - DataCamp Learn,DataCamp,https://app.datacamp.com/learn/courses,Data science,References
Think Bayes 2 — Think Bayes,,http://allendowney.github.io/ThinkBayes2/,Data science,"Statistics, Bayes"
Introduction to Data Structures and Algorithms (DSA) - GeeksforGeeks,Data Structures,https://www.geeksforgeeks.org/learn-data-structures-and-algorithms-dsa-tutorial/#string,Data Structures,Data Structures
Introduction to Data Structures and Algorithms (DSA) - GeeksforGeeks,DSA,https://www.geeksforgeeks.org/learn-data-structures-and-algorithms-dsa-tutorial/#array,Data Structures,"Algorithms, Data Structures"
MariaDB Enterprise Open Source Database & SkySQL MariaDB Cloud | MariaDB,MariaDB,https://mariadb.com/,Database,SQL
PostgreSQL: The world's most advanced open source database,PostGresQL,https://www.postgresql.org/,Database,"PostGreSQL, Database, SQL"
What is repository? - Definition from WhatIs.com,Oracle,https://www.techtarget.com/searchoracle/definition/repository,Database,"Database, Oracle"
Apache Parquet,Column Datastore,https://parquet.apache.org/documentation/latest/,Database,"File Format, Apache"
MySQL,MySQL,https://www.mysql.com/,Database,SQL
Apache Cassandra | Apache Cassandra Documentation,"Open Source NoSQL Database Manage massive amounts of data, fast, without losing sleep",https://cassandra.apache.org/_/index.html,Database,No SQL
The Enterprise Knowledge Graph Platform - Product Page | Stardog,Learn about the key features powering Stardog’s Enterprise Knowledge Graph Platform. Learn how they help overcome complex data challenges that data integration tools can’t handle.,https://www.stardog.com/platform/,Database,Graph Database
Graph Data Platform | Graph Data Applications & Tools | Neo4j,Make sense of data with Neo4j Graph Data Platform. Learn how our graph data applications and tools bring a connections-first approach to data.,https://neo4j.com/product/,Database,Graph Database
DataStax | NoSQL Database Built on Apache Cassandra,"DataStax is the company behind the massively scalable, highly available, cloud-native NoSQL database built on Apache Cassandra.",https://www.datastax.com/,Database,No SQL
Oracle Help Center,"Getting started guides, documentation, tutorials, architectures, and more content for Oracle products and services.",https://docs.oracle.com/en/,Database,"Database, Oracle"
"Gain and Lift Chart: Definition, Example - Statistics How To",Gain and Lift charts,https://www.statisticshowto.com/lift-chart-gain/,Decision tree,Charts
CS 230 - Recurrent Neural Networks Cheatsheet,Cheat sheet,https://stanford.edu/~shervine/teaching/cs-230/cheatsheet-recurrent-neural-networks,Deep Learning,Deep Learning
Learn the Basics — PyTorch Tutorials 1.11.0+cu102 documentation,Pytorch,https://pytorch.org/tutorials/beginner/basics/intro.html,Deep Learning,"Machine Learning, ML"
Keras: the Python deep learning API,Python deep learning,https://keras.io/,Deep Learning,"libraries, Toolkit, Deep learning"
Design Systems: Step-by-Step Guide to Creating Your Own,Design System,https://www.uxpin.com/create-design-system-guide/,Design,"Design System, Design"
Event Sourcing,Event sourcing pattern,https://martinfowler.com/eaaDev/EventSourcing.html,Design,Architecture
WEBP to JPG | CloudConvert,Webp converter,https://cloudconvert.com/webp-to-jpg,Design,"Design, Product"
What is Design Thinking? | IxDF,Design thinking,https://www.interaction-design.org/literature/topics/design-thinking,Design,"Design Thinking, Design"
The Fountain Institute - Accelerate Your Design Career,Product Design,https://www.thefountaininstitute.com/,Design,"Product, Design"
Top 10 Scripting Languages Useful for DevOps Professionals in 2023,Devops,https://www.analyticsinsight.net/top-10-scripting-languages-useful-for-devops-professionals-in-2023/,DevOps,"References, Concepts"
"The New Stack | DevOps, Open Source, and Cloud Native News",NewStack,https://thenewstack.io/,DevOps,DevOps
Service Mesh & Istio Tutorials | Red Hat Developer,,https://developers.redhat.com/topics/service-mesh,DevOps,
jenkins-architecture-explained.png (1230×468),Jenkins,https://devopscube.com/wp-content/uploads/2020/03/jenkins-architecture-explained.png,DevOps,DevOps
Jenkins Tutorial For Beginners: Step By Step Guides [2022],DevOps,https://www.devopscube.com/jenkins-2-tutorials-getting-started-guide/,DevOps,"YAML, Tutorial, IT, Build process, Developer, Deployment"
A Guide to DevSecOps Open-Source Tools | Copado,DevOps,https://www.copado.com/devops-hub/blog/a-guide-to-devsecops-open-source-tools#containers,DevOps,DevOps
Vagrant by HashiCorp,Vagrant,https://www.vagrantup.com/,DevOps,"DevOps, Vagrant"
Explore Docker's Container Image Repository | Docker Hub,DockerHub,https://hub.docker.com/search?image_filter=official&q=&type=image,DevOps,"DevOps, Docker, DockerHub"
Quick Start | Vagrant | HashiCorp Developer,Vagrant for VMWare Virtual box,https://developer.hashicorp.com/vagrant/tutorials/getting-started,DevOps,"Vagrant, DevOps, VMWare, Virtual Box"
Proxy servers and tunneling - HTTP | MDN,HTTP,https://developer.mozilla.org/en-US/docs/Web/HTTP/Proxy_servers_and_tunneling,DevOps,"HTTP, HTTP Tunning"
Introduction | Vagrant | HashiCorp Developer,Vagrant,https://developer.hashicorp.com/vagrant/intro,DevOps,"Devops, DevSecOps"
What Is Digital Engineering and How Is It Related to DevSecOps?,DevSecOps,https://insights.sei.cmu.edu/blog/what-digital-engineering-and-how-it-related-devsecops/,DevOps,DevSecOps
DevOps Institute Opens Upskilling IT 2023 Survey — DevOps Institute,Devops,https://www.devopsinstitute.com/press-release-devops-institute-opens-upskilling-it-2023-survey/,DevOps,Devops
Top 7 Continuous Integration Tools for DevOps | SmartBear,Devops,"https://smartbear.com/blog/top-continuous-integration-tools-for-devops/#:~:text=A%20CI%20tool%20aims%20to,the%20cloud%20without%20any%20problems.",DevOps,Devops
Enterprise Automation Software - Chef Enterprise Automation Stack | Chef,Chef,https://www.chef.io/products/enterprise-automation-stack,DevOps,Devops
Technology Conversations,,https://technologyconversations.com/,DevOps,"Build process, Deployment, Devops"
Podcast Episodes | Technology Conversations,Devops,https://technologyconversations.com/podcast-episodes/,DevOps,"Deployment, Devops"
Puppet – Powerful infrastructure automation and delivery,Puppet,https://puppet.com/,DevOps,"Automation, Deployment"
Chef Software DevOps Automation Solutions | Chef,Devops Automation,https://www.chef.io/,DevOps,"Automation, Deployment, Devops"
[Blog] How to ask smarter DevOps questions,Devops,https://learn.gitlab.com/smb-blogs-beginners/how-to-ask-smarter-d,DevOps,"Build process, Automation, Devops"
The DevOps Toolkit Series,Toolkit,https://www.devopstoolkitseries.com/,DevOps,"Deployment, Automation, Devops"
What is etcd?,ETCD,https://www.redhat.com/en/topics/containers/what-is-etcd,DevOps,"etcd, Deployment, Automation, Devops"
"Intro to Deployment Strategies: Blue-Green, Canary, and More | Harness",Devops,https://harness.io/blog/blue-green-canary-deployment-strategies,DevOps,"Deployment, Automation, Devops"
Enterprise Software Delivery | CloudBees,Devops,https://www.cloudbees.com/,DevOps,"Automation, Build process, Deployment, Devops"
14 Container Orchestration Tools for DevOps,Devops,https://geekflare.com/container-orchestration-software/,DevOps,Devops
DevOps Interview Preparation Course - KodeKloud,DevOps,https://kodekloud.com/courses/devops-interview-prep-course/,DevOps,"Data, Automation, Build process, Deployment, Developer, Devops"
Javanotes Glossary,Glossary,https://math.hws.edu/javanotes/glossary.html,DevOps,"Java, Glossary"
Artifactory - Universal Artifact Repository Manager - JFrog,Artifactory,https://jfrog.com/artifactory/,DevOps,"Build process, Deployment, Automation"
